Date,ScalerCorr,error,pressure,activeSD
1118728800,1640.55,0,865.29,1101.67
1118729100,1640.48,0,865.154,1095.33
1118729400,1640.68,0,865.052,1097.33
1118729700,1640.78,0,865.01,1097.33
1118730000,1641.49,0,865.018,1102
1118730300,1641.94,0,865.042,1098.67
1118730600,1642.11,0,865.042,1101.33
1118730900,1641.96,0,865.018,1096.67
1118731200,1641.94,0,864.973,1100.33
1118731500,1641.83,0,864.907,1097.67
1118731800,1641.45,0,864.845,1105
1118732100,1641.24,0,864.815,1105
1118732400,1641.56,0,864.818,1108.33
1118732700,1641.82,0,864.827,1102
1118733000,1641.75,0,864.803,1102.33
1118733300,1641.31,0,864.74,1097.67
1118733600,1641.18,0,864.648,1099.33
1118733900,1641.37,0,864.549,1097.67
1118734200,1641.25,0,864.46,1101
1118734500,1641.43,0,864.385,1101.67
1118734800,1641.61,0,864.315,1101.33
1118735100,1642.06,0,864.242,1102
1118735400,1641.93,0,864.16,1101.67
1118735700,1641.75,0,864.073,1097.33
1118736000,1641.62,0,863.992,1096
1118736300,1641.6,0,863.923,1097
1118736600,1641.53,0,863.88,1102
1118736900,1641.74,0,863.862,1098
1118737200,1642.31,0,863.838,1099.33
1118737500,1642.68,0,863.78,1097.33
1118737800,1642.55,0,863.669,1102.67
1118738100,1642.3,0,863.515,1101
1118738400,1642.45,0,863.383,1104
1118738700,1642.83,0,863.325,1104.33
1118739000,1643.23,0,863.332,1107.67
1118739300,1643.69,0,863.342,1104.67
1118739600,1644.12,0,863.313,1099.67
